JER	27	8	lui, Nébucadnetsar, roi de Babylone	pas	incise
JER	29	2	après que furent sortis de Jérusalem le roi Jéconias, et la régente, et les eunuques, chefs de Juda et de Jérusalem, avec les charpentiers et les serruriers		incise
JER	32	1	c'est la dix-huitième année de Nébucadretsar	Juda	incise
JER	32	11	l'ordonnance et les statuts	scellée	incise
JER	34	1	pendant que Nébucadnetsar, roi de Babylone, et toute son armée, et tous les royaumes de la terre sur lesquels dominait sa main, et tous les peuples, combattaient contre Jérusalem et contre toutes ses villes	l'Eternel	incise
JER	34	18	le veau qu'ils ont coupé en deux et entre les moitiés duquel ils ont passé	face	incise
JER	35	11	Syrie	d'Aram	glose
JER	40	5	et comme encore il ne s'en retournait point		incise
JER	41	7	lui et les hommes qui étaient avec lui	Néthania	incise
JER	42	2	car de beaucoup nous sommes restés peu, selon que tes yeux nous voient	reste	incise
JER	51	11	Médie	Madaï	glose
JER	51	28	Médie	Madaï	glose
JER	52	12	c'était la dix-neuvième année du règne de Nébucadretsar, roi de Babylone	mois	incise
EZK	1	2	cette année était la cinquième depuis la déportation du roi Joïakin	mois	incise
EZK	2	5	car ils sont une maison revêche	rien	incise
EZK	2	6	car ils sont une maison revêche	d'eux	incise
EZK	5	1	tu te prendras un rasoir de barbier	tranchant	incise
EZK	5	15	c'est moi, l'Eternel, qui ai parlé	…	incise
EZK	14	22	voici, ils sortiront [pour venir] vers vous, et vous verrez leurs voies et leurs œuvres	sortir	incise
EZK	16	23	Malheur, malheur à toi ! dit le Seigneur, l'Eternel	mal	incise
EZK	18	11	bien que, pour lui, il ne pratique aucune de ces choses		incise
EZK	23	4	la tente	Ohola	glose
EZK	23	4	ma tente en elle	Oholiba	glose
EZK	28	2	cependant tu es homme et non dieu, quoique tu rendes ton cœur tel qu'un cœur de dieu	…	incise
EZK	33	33	voici qu'elle arrive !	arrivera	incise
EZK	35	10	et l'Eternel était là	…	incise
EZK	39	11	de la multitude de Gog	Hamon-Gog	glose
EZK	39	16	multitude	Hamona	glose
EZK	48	35	l'Eternel est là	Jéhova-schamma	glose
DAN	10	4	c'est le Hiddékel	fleuve	incise
HOS	1	6	Elle n'est pas bien-aimée	Lo-Ruhama	glose
HOS	1	9	Point mon peuple	Lo-Ammi	glose
HOS	2	1	Mon peuple	Ammi	glose
HOS	2	1	Elle est bien-aimée	Ruhama	glose
HOS	2	15	du trouble	d'Acor	glose
HOS	2	22	Dieu sème	Izréel	glose
HOS	4	15	maison d'idoles	Beth-aven	glose
HOS	12	5	l'Eternel	Jéhova	glose
JOL	3	2	l'Eternel juge	Josaphat	glose
JOL	3	6	Grecs	Javanites	glose
AMO	3	1	sur toute la famille que j'ai fait monter de la terre d'Egypte	d'Israël,	incise
JON	1	10	car ces gens savaient qu'il s'enfuyait de devant la face de l'Eternel, parce qu'il le leur avait appris	?	incise
MIC	1	10	maison de poussière	Beth-léaphra	glose
MIC	1	11	beauté	Schaphir	glose
MIC	1	11	sortie	Tsaanan	glose
MIC	1	11	maison du voisinage	Beth-haëtsel	glose
MIC	1	12	amertume	Maroth	glose
MIC	1	13	indomptable	Lakis	glose
MIC	1	14	possession de Gath	Moréschet-Gath	glose
MIC	1	14	déception	d'Aczib	glose
MIC	1	15	possession	Maréscha	glose
MIC	5	2	féconde	Bethléem-Ephrata	glose
NAM	1	13	Et maintenant je briserai de dessus toi la barre de son joug, et je romprai tes liens !		incise
NAM	3	9	Libyens	Loubites	glose
HAB	3	3	Sélah.	!	incise
HAB	3	9	Sélah.	.	incise
HAB	3	13	Sélah.	comble.	incise
ZEC	1	7	c'est le mois de Sébat	mois	incise
ZEC	7	1	au mois de Kislev	mois	incise
ZEC	8	14	et je ne m'en suis pas repenti	armées	incise
ZEC	14	5	car la vallée des montagnes atteindra jusqu'à Atsal	montagnes	incise
ZEC	14	7	il est connu de l'Eternel	unique	incise
MAT	1	16	Oint	CHRIST	glose
MAT	1	21	Sauveur	JÉSUS	glose
MAT	4	1	le Calomniateur	Diable	glose
MAT	4	10	Adversaire	Satan	glose
MAT	5	18	en vérité	amen	glose
MAT	5	22	homme de rien	raca	glose
MAT	12	1	repos	sabbat	glose
MAT	12	21	Es 42:1, etc.	»	incise
MAT	13	39	le Calomniateur	Diable	glose
MAT	16	17	fils de Jonas	Barjonas	glose
MAT	16	23	Adversaire	Satan	glose
MAT	21	9	sauve je te prie	»	glose
MAT	23	7	docteur, docteur	Rabbi	glose
MAT	24	15	que celui qui lit comprenne	prophète	incise
MAT	26	36	pressoir à huile	Gethsémané	glose
MAT	27	6	le trésor des dons	corbanas	glose
MRK	1	13	l'Adversaire	Satan	glose
MRK	1	21	repos	sabbat	glose
MRK	2	11	dit-il au paralytique	dis	incise
